test case,benchmark name,samples,iterations,estimated,mean,low mean,high mean,std dev,low std dev,high std dev,tags,raw
performing set operations between randomized regions - 2d,"intersection, large, embedded in 3d",100,2,4055200,20338.8950,20268.9150,20463.7750,465.1532,273.3223,684.0461,"benchmark,group:grid","20383.0000,20092.0000,20808.5000,20413.0000,20553.0000,20387.5000,20512.5000,20262.5000,20373.0000,20247.5000,20392.5000,20518.0000,20117.0000,22492.0000,20302.5000,20468.0000,20152.0000,20322.5000,20182.5000,20317.5000,20132.5000,20402.5000,20237.5000,20212.5000,20387.5000,20112.5000,20327.5000,20172.5000,20372.5000,20352.5000,20077.0000,20137.0000,20007.0000,20312.5000,20102.0000,20001.5000,20067.5000,22371.5000,20407.5000,20157.5000,20132.0000,20418.0000,20272.5000,20147.0000,20267.5000,20272.5000,20062.0000,20522.5000,20262.5000,20032.0000,20001.5000,20182.5000,20357.5000,20182.5000,20297.5000,20102.0000,20077.0000,20002.0000,20207.5000,20357.5000,20508.0000,20182.0000,22447.0000,20187.0000,20282.5000,20272.5000,20012.0000,20057.5000,20152.0000,20032.0000,20232.5000,20122.5000,20317.5000,20367.5000,20212.5000,19982.0000,20357.5000,20287.5000,20342.5000,20122.5000,20222.5000,20372.5000,20077.0000,20072.5000,20012.0000,20352.5000,22657.0000,20262.5000,20122.0000,20217.5000,20217.5000,20432.5000,20538.0000,20342.5000,20147.0000,20423.0000,20347.5000,20177.5000,20267.5000,20347.5000"
performing set operations between randomized regions - 2d,"difference, large, native",100,1,63045800,623776.1500,623251.0800,624301.2800,2687.0567,2412.6731,3011.8051,"benchmark,group:grid","624122.0000,621006.0000,626296.0000,621457.0000,624662.0000,619653.0000,624242.0000,623240.0000,622138.0000,625754.0000,629082.0000,620494.0000,628901.0000,619713.0000,628730.0000,626777.0000,618421.0000,626165.0000,624442.0000,620083.0000,625144.0000,621467.0000,623059.0000,623391.0000,618851.0000,624563.0000,620314.0000,624251.0000,625114.0000,619804.0000,624883.0000,624222.0000,621226.0000,625324.0000,622739.0000,629542.0000,623791.0000,623340.0000,626306.0000,625895.0000,621988.0000,625434.0000,620555.0000,624432.0000,627298.0000,621887.0000,625975.0000,626095.0000,619914.0000,624893.0000,622188.0000,624142.0000,624101.0000,621206.0000,626305.0000,623962.0000,622037.0000,625094.0000,619473.0000,628790.0000,629061.0000,623249.0000,626836.0000,626597.0000,619853.0000,625034.0000,620294.0000,624924.0000,626426.0000,621867.0000,627668.0000,624472.0000,620615.0000,623400.0000,622178.0000,623040.0000,627518.0000,622679.0000,623991.0000,624272.0000,620786.0000,624292.0000,619072.0000,628119.0000,623100.0000,619252.0000,623351.0000,622659.0000,620124.0000,624763.0000,622748.0000,626656.0000,625074.0000,621316.0000,625214.0000,626286.0000,620094.0000,625294.0000,623660.0000,627408.0000"
performing set operations between randomized regions - 2d,"difference, large, embedded in 3d",100,1,68561900,718016.4100,701618.3300,742339.0000,100575.9937,73506.4351,127947.1005,"benchmark,group:grid","676822.0000,682813.0000,700006.0000,677442.0000,690578.0000,694065.0000,681009.0000,676972.0000,700617.0000,682292.0000,682172.0000,682001.0000,683054.0000,678294.0000,688965.0000,682422.0000,676762.0000,682663.0000,690537.0000,687713.0000,684496.0000,692451.0000,677423.0000,682983.0000,684406.0000,679828.0000,678755.0000,681320.0000,684857.0000,676902.0000,687061.0000,683685.0000,676892.0000,684426.0000,682232.0000,678545.0000,682251.0000,683243.0000,679637.0000,683835.0000,686150.0000,677893.0000,683163.0000,682523.0000,681440.0000,691319.0000,688735.0000,683394.0000,679757.0000,686310.0000,684426.0000,680508.0000,709764.0000,874045.0000,1040642.0000,1025513.0000,1025793.0000,1043496.0000,806928.0000,677022.0000,683534.0000,685217.0000,682102.0000,688053.0000,692521.0000,683725.0000,676441.0000,682362.0000,682663.0000,676180.0000,682192.0000,683865.0000,682022.0000,683875.0000,682011.0000,676561.0000,683414.0000,684686.0000,679868.0000,685889.0000,693433.0000,682031.0000,680739.0000,952936.0000,1027887.0000,1028058.0000,1073293.0000,1032636.0000,720074.0000,681110.0000,676811.0000,686150.0000,682171.0000,680809.0000,685578.0000,680468.0000,687703.0000,677192.0000,681521.0000,682612.0000"
performing set operations between randomized regions - 3d,"union, small, native",100,7,2746800,3882.8071,3866.2014,3922.1129,126.6746,68.4618,206.7384,"benchmark,group:grid","3867.0000,3859.8571,3993.0000,3864.1429,3838.4286,3847.0000,3865.7143,3862.7143,3875.7143,3854.1429,3864.1429,3865.7143,3837.0000,3855.5714,3872.8571,3869.8571,3871.4286,4591.2857,3871.2857,3862.8571,3865.5714,3872.7143,3864.1429,3864.1429,3851.2857,3835.5714,3841.2857,3869.8571,3851.2857,3867.1429,3857.0000,3859.8571,3849.8571,3852.7143,3837.0000,3842.7143,3872.8571,3849.8571,3872.7143,3857.1429,3874.1429,3870.0000,3849.8571,3849.8571,3865.7143,3854.1429,3858.4286,3871.4286,3862.7143,3858.4286,3868.4286,3845.5714,3865.7143,3878.4286,4526.8571,3862.8571,3852.7143,3854.1429,3865.7143,3872.7143,3870.0000,3858.4286,3858.4286,3855.5714,3837.0000,3834.1429,3841.2857,3861.2857,3874.2857,3879.8571,3865.5714,3862.7143,3848.4286,3847.0000,3852.7143,3859.8571,3857.1429,3872.7143,3852.7143,3862.8571,3857.0000,3844.1429,3847.0000,3858.5714,3877.0000,3865.7143,3882.7143,3855.5714,3855.5714,3862.7143,3847.1429,4664.2857,3877.0000,3844.1429,3844.1429,3842.7143,3871.2857,3855.5714,3872.8571,3871.2857"
performing set operations between randomized regions - 3d,"intersection, small, native",100,178,2474200,137.0560,136.5524,138.1715,3.7017,2.0268,6.0488,"benchmark,group:grid","136.4831,136.3146,137.8933,136.7640,136.6517,136.5393,136.7079,135.0169,137.0449,136.8202,136.7640,136.7135,136.5955,135.0787,136.5393,136.8764,136.8202,156.0169,136.9888,136.4831,135.2416,136.4831,136.7079,136.4831,136.8202,136.6011,135.1854,136.5449,136.6517,136.4270,136.5393,136.5393,135.6348,136.6011,136.6517,136.7640,136.4831,136.8820,135.4101,136.5393,136.6517,136.1461,136.8764,136.3708,136.0337,135.9157,136.9888,136.8202,136.4831,136.8258,136.6517,135.1910,136.4831,136.5955,136.4831,136.4831,136.3146,134.9045,160.4607,136.2022,136.5955,136.5393,136.6517,136.8202,134.6798,136.2022,136.5955,136.9382,136.3708,136.7079,135.1910,137.0449,137.0506,137.1011,136.7640,137.1067,135.0730,136.3764,136.5393,136.3708,136.5393,136.6517,136.2584,135.6404,136.0337,136.6011,136.7640,136.7079,136.4831,135.6966,136.9382,136.7640,136.3708,136.0899,136.4270,135.2472,136.3708,136.6517,136.5955,156.8596"
performing set operations between randomized regions - 3d,"difference, small, native",100,18,2523600,1387.0456,1382.5239,1398.2922,33.2108,8.2059,59.4016,"benchmark,group:grid","1378.0556,1378.0556,1440.3889,1395.3333,1390.2778,1383.6667,1390.2778,1396.4444,1391.4444,1388.0556,1385.3333,1387.5000,1380.2778,1388.6667,1385.8333,1384.2222,1385.2778,1388.0556,1387.5000,1374.7222,1386.9444,1386.9444,1387.5000,1386.4444,1384.7222,1382.5556,1379.1667,1384.1667,1383.6111,1387.5000,1385.8333,1389.2222,1388.0556,1385.8889,1381.9444,1610.1667,1387.0000,1385.2778,1381.9444,1385.3333,1383.6111,1378.0556,1373.0556,1375.2778,1371.3889,1379.1667,1377.5556,1375.8333,1374.7222,1366.3333,1377.0000,1376.3889,1378.6111,1376.3889,1365.8333,1373.0556,1375.2778,1380.8333,1384.7222,1381.4444,1379.1667,1381.3889,1371.9444,1381.3889,1380.3333,1379.7222,1378.6111,1382.5000,1379.1667,1377.0000,1383.0556,1380.2778,1377.5000,1379.1667,1375.2778,1615.1667,1381.3889,1385.8333,1383.6667,1391.3889,1385.3333,1384.7222,1383.1111,1382.5000,1383.6111,1378.0556,1388.1111,1385.8333,1382.5556,1384.1667,1380.2778,1381.3889,1372.5000,1380.3333,1377.5000,1383.0556,1378.0556,1382.0000,1379.7222,1373.6111"
performing set operations between randomized regions - 3d,"union, medium, native",100,2,4500400,22085.2000,22008.6850,22233.1950,523.7050,328.0794,807.3456,"benchmark,group:grid","21970.5000,21926.0000,22822.0000,22011.0000,21985.5000,21966.0000,21965.5000,22076.0000,21920.5000,21896.0000,21975.5000,24240.0000,22051.0000,21925.5000,21986.0000,21900.5000,21880.5000,21885.5000,21960.5000,21901.0000,22040.5000,21951.0000,21965.5000,21955.5000,21966.0000,21865.5000,22041.0000,21825.5000,22186.0000,21895.5000,22196.0000,21835.5000,22001.0000,21965.5000,24360.5000,22070.5000,21910.5000,21955.5000,21930.5000,21956.0000,21940.5000,22356.5000,21880.5000,22046.0000,21985.5000,21966.0000,21890.5000,22121.0000,21865.5000,21945.5000,22136.0000,21986.0000,21950.5000,22051.0000,21970.5000,21860.0000,24395.0000,21996.0000,21910.5000,22251.0000,22066.0000,21946.0000,22035.5000,21996.0000,22020.5000,21925.5000,21945.5000,21895.5000,21860.5000,21966.0000,22015.5000,21931.0000,21850.5000,21820.0000,22166.0000,21955.5000,21920.5000,21915.5000,21895.5000,25206.5000,21860.5000,22051.0000,21986.0000,22101.0000,21950.5000,21980.5000,22050.5000,21951.0000,21980.5000,21955.5000,21966.0000,21945.5000,21971.0000,21970.5000,22031.0000,22045.5000,22105.5000,21971.0000,21880.5000,21810.5000"
performing set operations between randomized regions - 3d,"intersection, medium, native",100,10,2603000,2603.0510,2594.5120,2622.4860,64.6916,36.4981,104.2301,"benchmark,group:grid","2594.7000,2593.7000,2615.8000,2589.7000,2597.8000,2593.7000,2582.7000,2600.7000,2604.8000,2600.7000,2593.8000,2588.7000,2594.7000,2594.7000,2601.7000,2573.7000,2992.5000,2572.7000,2589.7000,2588.7000,2590.7000,2595.8000,2588.7000,2596.7000,2598.8000,2593.7000,2564.7000,2597.7000,2592.7000,2592.8000,2597.7000,2589.7000,2591.7000,2586.7000,2589.7000,2584.7000,2578.7000,2593.7000,2591.8000,2586.7000,2589.7000,2591.7000,2593.8000,2587.7000,2587.7000,2569.7000,2588.7000,2602.7000,2596.7000,2592.7000,2590.7000,2588.8000,2592.7000,2598.7000,2960.4000,2594.7000,2576.7000,2601.7000,2599.8000,2595.7000,2595.7000,2601.8000,2595.7000,2601.8000,2589.7000,2572.7000,2586.7000,2590.7000,2587.7000,2592.8000,2586.7000,2591.7000,2601.7000,2597.7000,2590.7000,2575.7000,2590.7000,2593.8000,2591.7000,2592.7000,2591.7000,2595.8000,2595.7000,2599.8000,2584.7000,2600.7000,2593.7000,2594.8000,2594.7000,2598.7000,2590.8000,2593.7000,2588.7000,2950.4000,2587.7000,2570.7000,2587.7000,2597.7000,2595.7000,2593.7000"
performing set operations between randomized regions - 3d,"difference, medium, native",100,3,3407700,11389.6933,11349.0700,11480.5767,294.5873,152.3821,504.4981,"benchmark,group:grid","11334.0000,11314.3333,11681.6667,11464.3333,11284.0000,11357.6667,11341.0000,11404.3333,11317.3333,11327.6667,11264.0000,11310.6667,11297.3333,11294.0000,11364.3333,11374.3333,11317.3333,11311.0000,11377.6667,11287.3333,11394.3333,11287.3333,11404.3333,11441.0000,11347.3333,11331.0000,11297.3333,11371.0000,11274.0000,13445.0000,11310.6667,11397.6667,11417.6667,11344.3333,11417.6667,11227.3333,11364.3333,11250.6667,11344.3333,11350.6667,11448.0000,11254.0000,11354.0000,11311.0000,11374.3333,11230.6667,11401.0000,11307.3333,11317.6667,11367.3333,11337.6667,11361.0000,11314.0000,11321.0000,11391.0000,11334.0000,11351.0000,11324.3333,11304.0000,12823.6667,11321.0000,11357.3333,11478.0000,11324.0000,11361.0000,11294.0000,11387.6667,11361.0000,11494.6667,11334.0000,11354.3333,11304.0000,11357.6667,11317.6667,11320.6667,11337.6667,11310.6667,11384.3333,11321.0000,11390.6667,11240.6667,11360.6667,11274.3333,11407.6667,11300.6667,11364.3333,11280.6667,11304.0000,12720.0000,11310.6667,11404.3333,11267.6667,11340.6667,11284.3333,11260.6667,11234.0000,11327.3333,11291.0000,11310.6667,11304.3333"
performing set operations between randomized regions - 3d,"union, large, native",100,1,218514300,2186108.9500,2185078.6600,2187506.2900,6080.2155,4799.9330,8545.1497,"benchmark,group:grid","2181916.0000,2184561.0000,2186444.0000,2184421.0000,2188649.0000,2180483.0000,2190943.0000,2184962.0000,2183779.0000,2182978.0000,2185833.0000,2184520.0000,2181525.0000,2183649.0000,2183258.0000,2186114.0000,2185643.0000,2181475.0000,2180543.0000,2187506.0000,2185643.0000,2183499.0000,2196163.0000,2181125.0000,2183298.0000,2179922.0000,2181284.0000,2191344.0000,2181425.0000,2182958.0000,2182627.0000,2181315.0000,2181435.0000,2216802.0000,2183499.0000,2181014.0000,2184230.0000,2183669.0000,2199159.0000,2187536.0000,2184000.0000,2199229.0000,2182938.0000,2186364.0000,2181095.0000,2180663.0000,2185062.0000,2191204.0000,2181705.0000,2190533.0000,2181455.0000,2191263.0000,2184240.0000,2184050.0000,2190452.0000,2178990.0000,2182137.0000,2192676.0000,2182156.0000,2196102.0000,2181485.0000,2181104.0000,2179672.0000,2180443.0000,2183599.0000,2206583.0000,2182367.0000,2184350.0000,2182247.0000,2190542.0000,2200501.0000,2188819.0000,2181515.0000,2190952.0000,2186905.0000,2189009.0000,2188287.0000,2191594.0000,2187496.0000,2180934.0000,2186685.0000,2185923.0000,2182707.0000,2189369.0000,2184049.0000,2185873.0000,2189410.0000,2197746.0000,2181245.0000,2186605.0000,2199008.0000,2189250.0000,2185913.0000,2181926.0000,2183690.0000,2183298.0000,2180333.0000,2189430.0000,2186966.0000,2179602.0000"
performing set operations between randomized regions - 3d,"intersection, large, native",100,2,3076200,15002.6600,14952.8550,15123.7650,387.0127,204.2388,641.3906,"benchmark,group:grid","14882.0000,14937.5000,15097.5000,14922.5000,14912.0000,14922.5000,14927.5000,14927.0000,14947.0000,14957.5000,16956.0000,14952.0000,14897.5000,14952.5000,14917.0000,15002.0000,15017.5000,14972.0000,14937.0000,14942.5000,14927.5000,14952.5000,14947.0000,14917.5000,14927.5000,14877.0000,14932.5000,14902.5000,14882.0000,14982.5000,14967.5000,14937.5000,14952.5000,14972.5000,14942.0000,14897.5000,14967.5000,14962.5000,14937.5000,14957.0000,14977.5000,14907.5000,14932.5000,17056.0000,15037.5000,14982.5000,14932.0000,14932.5000,14942.5000,14897.0000,14922.0000,14942.5000,14902.5000,14942.0000,14902.5000,14932.5000,14992.5000,14952.5000,14927.0000,14962.5000,14987.5000,14907.5000,14902.0000,14907.5000,14947.5000,14947.5000,14897.0000,14907.5000,14882.5000,14937.0000,14897.5000,14902.5000,14932.0000,14882.5000,14942.5000,14932.0000,17527.5000,14947.5000,15042.5000,14917.5000,14942.0000,14932.0000,14917.5000,14877.0000,14932.5000,14962.5000,14917.5000,14907.0000,14912.5000,14902.5000,14922.0000,14922.5000,14877.5000,14952.5000,14947.0000,14957.5000,14947.5000,14872.0000,14912.0000,14907.5000"
performing set operations between randomized regions - 3d,"difference, large, native",100,1,650838400,6502635.4600,6462824.8200,6583887.7800,275916.5930,151781.7073,436452.6515,"benchmark,group:grid","6437136.0000,6442866.0000,6609102.0000,7363432.0000,6443518.0000,6461582.0000,6449198.0000,6462704.0000,6478594.0000,6460380.0000,6428279.0000,6447505.0000,6430272.0000,6478705.0000,6470929.0000,6448758.0000,6423209.0000,6442285.0000,6424482.0000,6464948.0000,6450481.0000,6441824.0000,6436595.0000,6444960.0000,8145555.0000,6421916.0000,6446984.0000,6430603.0000,6414091.0000,6415555.0000,6456843.0000,6449068.0000,6423489.0000,6417458.0000,6402770.0000,6464638.0000,6422648.0000,6466421.0000,6427758.0000,7813295.0000,6423730.0000,6425403.0000,6558586.0000,6441965.0000,6439209.0000,6463045.0000,6429411.0000,6481059.0000,6427757.0000,6454068.0000,6431505.0000,6414172.0000,6457464.0000,6432126.0000,6410555.0000,6455631.0000,6394514.0000,6416456.0000,6429821.0000,6468315.0000,6468385.0000,6526204.0000,6431705.0000,6452365.0000,6424632.0000,6496448.0000,7927040.0000,6679936.0000,6434610.0000,6451343.0000,6443688.0000,6409603.0000,6479917.0000,6438047.0000,6437837.0000,6454108.0000,6472181.0000,6423439.0000,6424562.0000,6438157.0000,6436875.0000,6451984.0000,6430984.0000,6434560.0000,6433478.0000,6432898.0000,6449719.0000,6477071.0000,6428820.0000,6406557.0000,6460791.0000,6425403.0000,6424552.0000,6482662.0000,6408100.0000,6448667.0000,6456622.0000,6456683.0000,6457704.0000,6429581.0000"
"normalizing a fully mergeable, complex tiling of boxes - 2d","small, native",100,13,2542800,2214.8431,2205.9123,2235.0500,65.4054,35.9963,104.1824,"benchmark,group:grid","2194.0769,2200.9231,2318.0769,2231.0000,2206.3846,2204.0000,2211.7692,2215.6154,2211.6923,2210.2308,2554.6923,2214.8462,2214.7692,2219.3846,2210.2308,2204.7692,2207.1538,2218.6923,2207.8462,2208.6923,2214.0769,2210.1538,2210.2308,2195.5385,2203.2308,2204.0769,2200.1538,2209.4615,2196.3077,2200.9231,2199.3846,2197.0769,2200.9231,2191.6923,2198.6154,2200.1538,2200.2308,2203.2308,2210.2308,2199.3846,2209.4615,2210.1538,2207.9231,2200.1538,2201.7692,2585.4615,2199.4615,2193.2308,2200.9231,2204.0769,2216.3077,2200.9231,2196.3077,2201.7692,2202.4615,2204.0000,2204.0769,2211.6923,2200.9231,2191.6923,2190.9231,2195.5385,2199.4615,2198.6154,2193.2308,2200.2308,2200.9231,2200.9231,2197.1538,2193.2308,2203.2308,2201.0000,2204.0000,2207.9231,2201.6923,2207.1538,2195.5385,2197.8462,2200.1538,2594.7692,2200.9231,2204.7692,2201.7692,2197.0769,2197.0769,2200.2308,2201.6923,2194.0000,2201.0000,2190.1538,2190.9231,2197.8462,2204.0769,2199.3846,2192.4615,2190.9231,2196.3846,2194.7692,2199.3846,2193.2308"
"normalizing a fully mergeable, complex tiling of boxes - 2d","small, embedded in 3d",100,10,2628000,2583.4930,2572.8280,2607.7760,79.6940,41.8581,130.2126,"benchmark,group:grid","2973.5000,2568.7000,2661.8000,2561.7000,2579.7000,2589.7000,2570.7000,2583.7000,2574.7000,2564.7000,2571.7000,2568.7000,2561.6000,2578.7000,2567.7000,2581.7000,2578.7000,2576.7000,2565.7000,2569.7000,2569.7000,2556.6000,2566.7000,3037.6000,2575.7000,2564.6000,2575.7000,2578.7000,2581.7000,2562.6000,2575.7000,2556.7000,2561.6000,2582.7000,2559.6000,2573.7000,2579.7000,2569.7000,2572.7000,2570.7000,2553.6000,2570.7000,2565.7000,2568.7000,2567.7000,2574.7000,2563.6000,2563.7000,2572.7000,2552.6000,2558.6000,2575.7000,2572.7000,2564.7000,2566.7000,2562.6000,2565.7000,2558.7000,2553.6000,2581.7000,2578.7000,3076.7000,2588.7000,2574.7000,2571.7000,2562.6000,2575.6000,2565.6000,2546.7000,2571.6000,2565.6000,2567.7000,2574.7000,2560.7000,2569.7000,2565.6000,2569.7000,2554.7000,2562.6000,2576.6000,2575.7000,2572.7000,2566.7000,2573.7000,2569.7000,2555.6000,2553.7000,2572.7000,2567.7000,2567.6000,2569.6000,2569.7000,2566.7000,2555.7000,2558.6000,2558.7000,2570.7000,2562.6000,2567.7000,2576.7000"
"normalizing a fully mergeable, complex tiling of boxes - 2d","large, native",100,1,155972300,1547194.6500,1546478.7900,1548098.7600,4074.6563,3158.9757,5720.8471,"benchmark,group:grid","1548495.0000,1541972.0000,1548335.0000,1542152.0000,1550067.0000,1549978.0000,1542714.0000,1549687.0000,1541741.0000,1549036.0000,1545710.0000,1551580.0000,1564525.0000,1551310.0000,1545269.0000,1548384.0000,1548575.0000,1541422.0000,1545398.0000,1545809.0000,1547323.0000,1543384.0000,1550889.0000,1546551.0000,1549376.0000,1545209.0000,1549877.0000,1546922.0000,1541301.0000,1546441.0000,1548414.0000,1548585.0000,1546281.0000,1550759.0000,1543585.0000,1548525.0000,1549156.0000,1543856.0000,1550288.0000,1540640.0000,1546130.0000,1542273.0000,1550869.0000,1542042.0000,1547463.0000,1543085.0000,1550398.0000,1549086.0000,1542182.0000,1551881.0000,1547603.0000,1547072.0000,1545809.0000,1547573.0000,1548565.0000,1551370.0000,1540971.0000,1548374.0000,1551901.0000,1544828.0000,1546561.0000,1545499.0000,1548956.0000,1541221.0000,1549065.0000,1545438.0000,1547903.0000,1543946.0000,1550509.0000,1549025.0000,1541522.0000,1549036.0000,1546531.0000,1550077.0000,1544728.0000,1549406.0000,1542584.0000,1566779.0000,1544798.0000,1552342.0000,1550759.0000,1542784.0000,1550508.0000,1542774.0000,1547293.0000,1545308.0000,1547122.0000,1545669.0000,1549847.0000,1549587.0000,1542072.0000,1549787.0000,1546540.0000,1546090.0000,1543866.0000,1548094.0000,1542843.0000,1550628.0000,1544598.0000,1548374.0000"
"normalizing a fully mergeable, complex tiling of boxes - 2d","large, embedded in 3d",100,1,174174100,1755631.1000,1742079.1600,1790814.3600,97489.3294,6480.4901,193681.1235,"benchmark,group:grid","1759445.0000,1736281.0000,1781898.0000,1741290.0000,1742092.0000,1740449.0000,1737473.0000,1741711.0000,1743835.0000,1744456.0000,1738575.0000,1739717.0000,1742563.0000,1743324.0000,1737653.0000,1743485.0000,1740749.0000,1742543.0000,1738946.0000,1740348.0000,1742844.0000,1740849.0000,1738565.0000,1743094.0000,1739978.0000,1742913.0000,1737914.0000,1745048.0000,1745258.0000,1744767.0000,1737202.0000,1744146.0000,1741360.0000,1737684.0000,1743635.0000,1742332.0000,1740168.0000,1735409.0000,1739738.0000,1742833.0000,1743615.0000,1737904.0000,1743795.0000,1761909.0000,1742503.0000,1735950.0000,1743314.0000,1741932.0000,1742081.0000,1735639.0000,1742873.0000,1740579.0000,1742493.0000,1737844.0000,1744326.0000,1741511.0000,1745438.0000,1736471.0000,1739407.0000,1742312.0000,1738255.0000,1742472.0000,1742703.0000,1740489.0000,1737934.0000,1741631.0000,1742222.0000,1743254.0000,1736832.0000,1741240.0000,1743505.0000,1742813.0000,1739206.0000,1745478.0000,1744356.0000,1742292.0000,1739637.0000,1742433.0000,2556957.0000,2291444.0000,1744095.0000,1737724.0000,1741020.0000,1743274.0000,1741691.0000,1736541.0000,1741972.0000,1741581.0000,1740789.0000,1740068.0000,1741601.0000,1742993.0000,1744115.0000,1737694.0000,1741691.0000,1742112.0000,1743244.0000,1739116.0000,1739417.0000,1742753.0000"
